              Gene  norm1			  norm2	        norm3	        norm4	        norm5	       norm6	        norm7	     norm8	        norm9	     norm10	        norm11	     norm12	        norm13	     norm14	       norm15	     norm16	        norm17	     norm18	        norm19	     norm20	        norm21	     norm22	        tumor1	     tumor2	        tumor3	     tumor4	        tumor5	     tumor6	       tumor7	    tumor8	        tumor9	     tumor10	  tumor11	     tumor12	  tumor13	     tumor14	  tumor15	     tumor16	  tumor17	     tumor18	  tumor19	     tumor20	  tumor21	    tumor22	        tumor23	    tumor24	        tumor25	     tumor26	  tumor27	     tumor28	  tumor29	    tumor30	        tumor31	     tumor32	  tumor33	     tumor34	  tumor35	     tumor36	  tumor37	     tumor38	  tumor39	    tumor40
           1155      125.65750       83.44125      116.24000       94.12375      231.54375      165.94875       46.07500       87.40125       23.32875      115.67500      184.77125       41.91000      117.99125      107.69500      277.63500      395.33000      211.23875      149.19125      172.05500      144.17000      170.37250      153.17375       73.84875      156.52375       83.75000      120.47625      151.36875      189.24375      470.73125      397.44375      623.78000      155.87000       97.06250      185.42125       83.20500       84.49875      418.82250       76.58875      105.50875       74.71375       53.84375       95.85250      200.53875      209.97875      565.65000      252.89500      281.57500      102.12000      177.58125       38.70375       99.72750       98.67000       86.73375       73.46875      123.98625      125.75375      260.26250       41.58875      121.85750      111.56375      127.42875      311.27125
           1156      155.85417       85.75417       90.37083       57.45417      197.13750      250.63750       77.85833       23.29167       55.20417       31.98333      133.15417       41.61667      123.92917      188.77083      333.60000      432.24583      181.61250      458.07917      306.13333      306.08750      270.81250      283.42083      146.86250       45.80417       94.48750      276.68750      200.22083      247.27083      489.55000      497.69167      395.81667      179.24583      234.52500      410.04167      125.62917      204.05833      276.62500      132.87083      133.35833      291.16250      145.87917      184.82917       95.86250      350.94583      573.63750      567.87083      345.65833       73.61250      213.12083       40.72917       72.22917      372.51667      225.80417      131.60833      145.50833      143.19167      264.12083      152.21250      217.16667      221.00000      431.65833      571.60417
           1157      615.50625     1304.30500      379.82500      507.50250      714.61250      944.71875      309.58125      754.58750       83.17625      385.49750      573.80500       67.81250      225.16125      358.01125      394.27750      692.65125      269.69125      189.19750      382.47125      118.05500      220.19000       96.25250      134.53750     1074.48370      511.05125      517.02875      596.25625     1036.24500      969.34250     1194.55750     1760.63000      191.23625      344.50875     1136.39000      373.47125      245.13375     1555.04000      188.40875      470.08125      225.58375      145.09625      964.73375     1033.45120      226.85125      326.79000       23.24500      530.79000      504.60750      107.32000       73.51625     1254.45130      133.46875      241.21125      559.80250      454.62625      110.20750      607.89125       84.18625      313.10750      533.94625      153.83000      469.80125
           1158      103.12750      252.67500       44.58250       99.83500       55.47250      184.31250      115.74250       88.58500       28.48250       54.85750      152.71750       23.20250      112.95000      127.37750      146.19500      134.94250       96.73750      117.93500      148.30750       60.79750      107.29000       79.59750       52.82500      154.15000      132.70250       85.80000       83.22500      184.15500      187.64500      154.23250      252.58250       34.62750       45.18250      170.12500       77.00500       61.79750      134.71250       47.78000      123.00750      129.35250       94.12000       95.81250      194.37500      135.56500      261.93250       94.53000      129.25000      115.70500       81.47750       57.13750      196.56500      231.98000       52.85750       76.90250       61.70500       74.79500      132.70250       54.28750      109.46250      135.23000       82.83000       78.65250
           1159      143.21000       33.10000       53.43625       89.29250      173.86875       88.36625       59.50500       50.22375       58.97125      119.20500      177.62625       30.58625      112.53125      159.73250      274.05875      440.82375       78.45000       51.15250       97.12875       91.01625      218.93000       68.15625       38.07125       35.04500      121.69625      151.25750       91.14000       76.54000      201.57500      104.21375       48.09750      112.72250       84.09750       99.58375       51.75125       78.51625      171.39750      122.79125      128.07875       87.70625       23.19750       33.32000       71.84625      237.77375      424.08500      233.73000      410.61750       23.58500      116.95875       28.80875       24.90250       53.74250       25.19000       53.90125       84.97875      145.59375       60.27375       37.51875      130.79875       30.98750       32.21375      251.29375
           1160      117.98750       68.58000       37.89125       92.99125       97.65875      123.80875       76.92500       77.58250       55.12500       72.79625      101.43000       23.15750       83.78875      159.93625      497.73250      197.13375      218.72000      173.21000      256.95000      210.41125      116.79500      163.73125       83.06750       49.61750      204.77875       64.38375       45.76625      191.59750      148.19250      167.93625      215.10750      130.71250      188.20625      204.23875      134.62625      186.85625       72.20000      190.32500       75.27750      112.20875       88.64375       71.48625      160.02750      570.45500      241.67500      505.39750      489.20125       46.28000       89.39250       38.95625      204.50375      476.84875      119.55750      102.95375      391.39250      153.86875       73.31000       45.17250      266.29250      124.98625      135.91250      280.37250
           1161      202.43125      114.11750       74.93875      192.81500      332.04625      313.96125       76.00375       79.65875       34.49500      138.61250      407.57625       23.08500      122.28375      289.15750      450.21000      785.19750      102.27375      116.32375      235.25125      341.05250      276.83500      252.10125       82.32250      125.17625      183.89875      152.09375      157.09625      115.80000      398.53500      383.74750      515.66750      148.31875      120.35125      208.13125       78.77875       78.60250      374.27000       66.94375      114.02875      121.13500       69.52000      137.90375      184.82000      234.80125     1578.77380      544.39250      873.78375      143.96875      156.52875       39.10125      115.82625      143.72125       51.60125       54.73250      142.33625      181.62500      401.45375       44.51250      130.68750      203.15625      211.93125     1688.01750
           1162      282.39500      128.28875       35.36125      151.84125      186.14750      312.18000       94.76875       73.23750      114.53625      121.78000      274.61875       23.06375      163.00875      348.14625      549.51875      331.46750      292.87125      361.32000      186.49875      286.04625      314.22250      289.72500       53.67750       92.37000      211.39375      205.00000      161.08625      187.04125      404.60500      471.61125      240.50250      212.47750      190.61750      262.87500      142.14125      105.56875      256.70500      113.08375      154.87000      191.07625      144.20625      168.03125      139.91250      523.47000      440.77250      491.99375      444.78000      202.93500      280.01250       71.20375      209.09500      686.88000      207.97250      120.59125       38.94375      262.35000      143.16250      152.56250      148.89875      289.00500      176.14000      471.41375
           1163      488.45500      133.56250      122.04250      121.58125      106.13500      635.52375       95.58750       37.64750       61.23625      107.08125      261.53000       23.60500      150.85500      313.92875     1108.58880      328.07625      349.71500      118.05000      138.11625      354.89875      318.22375      537.47500       23.03125      225.31625       43.49625      120.49000      116.18125      166.92375      422.81250      195.36000      815.50250      518.30375      106.31000      189.22125      204.06750       58.67000       94.21375       54.33500      100.44750      254.78375       76.72875      119.07500      271.18500      211.86875      738.82500      353.00125       89.63625      216.84625      394.73250      113.75250       89.90375      107.52000      104.16875       50.85000      115.47125      183.86375      305.67750       62.47125       68.81375      104.52625      173.98750      651.75250
           1164      164.35500      216.87500       57.73250      115.79375      128.27250      208.85375      104.88000       42.38750       37.09875       29.27250      218.49125       23.01250       96.51375      163.36750      197.17875      184.03875       48.16125       33.04500      152.93500      117.84875      114.35250      134.14875       24.19625      107.39500      143.86375      112.70500      114.51750      264.19375      253.28125      234.36000      282.39750       44.42125       52.85875      270.87125      104.25500       76.56500      156.32750       55.65000      136.46625      157.80000      123.46375       68.83125      113.31750       99.10000      198.54750       74.30250      100.03875      115.79500       83.20875       49.14750       98.80750      119.52875       51.51750       81.91000       76.08250       66.32000       58.40375       91.45750      112.37500      178.14000      152.45000       76.73125
           1165       92.19750       83.21125       97.60500      107.77375      193.01875      179.09750      103.89875       53.66125       78.06625      133.40875      131.98500       22.81250      168.28250      208.63500      407.44625      191.11625      168.34125       41.80625      217.87000       69.61250       71.68000      177.34750       70.71375       57.96000      177.28375       60.67500       99.27500      154.65375      113.90375      140.17125      677.29000      196.16625      143.59125      167.06875      117.23875      228.44250       70.16000      178.11250      134.87500      162.84625       56.43750       64.92250      176.06250      659.59500      299.40750      625.52375      372.48625       95.76500       71.89000      118.94000      141.63625      304.22750      130.60500      104.72250       78.32000      227.58500      122.03875       32.82000      112.47375      123.15500      147.83000      132.15625
           1166       97.82750       49.46500       47.77875       73.93875       83.65250       75.39875       60.19750       38.84000       39.94500       66.11625       89.74625       22.79750       90.29125      214.45375      313.02625      177.18625      219.19000      143.06000      181.99375      171.10375      110.85750      203.37375       87.78875       34.21625      179.17625       60.36500       66.35250      200.06875       81.12625      132.48875      277.29375       96.07750       76.18625      236.44875       90.77125      215.87625       56.48375      203.14250       99.06875      126.72125       56.58250       76.25875      103.31625      461.56625      299.51375      419.05000      865.61500       72.78250       83.95750       55.13250      162.68375      326.91375      110.19625       61.96375       80.31000      202.50000      190.89625       61.22875      351.45125      186.90250      157.76500      147.50250
           1167      133.59625      153.62625       69.25500       82.99625       76.21750      162.71125       92.89250       77.92750       33.85875       33.13125      169.73875       24.61750       77.74125      126.12500      153.06000      132.85375       82.93375       58.86750      194.01625       73.83500      131.98375       34.33750       69.03625       97.91750      104.99875       59.03750       52.84625      173.01125      109.88250      200.11000      227.50875       23.61375       24.94125      118.52125       56.67000       34.70750       78.69625       23.93250       84.73375      109.84625       85.89875      143.03250       68.95750       55.74500      246.28125       89.31875       80.98750       68.21375       36.11750       31.80250       62.63125      110.50750       22.79125       49.78750       63.03750       64.00500      103.13000       57.74125      101.60500       94.24000       79.43375       50.68500
           1168      232.54125       37.74500       50.43000       57.22000      188.73625      114.44500       75.91625       71.35375       23.65625       68.65375      264.18250       22.76500      163.94500      218.23250      425.62750      336.10250      217.33375      210.74125      121.75875      299.71250      306.03875      168.81375       87.72625       41.64500      244.20625      306.64750      387.25250      487.95375      642.94500      736.14000      296.90625      246.81375      199.63625      324.23875      151.09625      275.82625      852.31250      486.79625      231.23500      365.85375       76.11875      124.51375      154.14625      838.11250      577.52000      565.02875      871.63375      226.95875      199.09875       49.49875      119.61875      306.01875      114.19875       81.17125      165.67125      216.12250      137.91000      137.71500      348.29250      144.35875      359.77375      960.76000
           1169       64.45750       39.60000       58.42750       72.65750       68.68875       78.89875       63.26125       41.45500       66.35500       73.02375       86.56750       22.69500      102.20375      192.20500      221.09875      129.20375      151.95125      167.41250      159.96000       79.36750       82.79500      108.61625       84.32750       36.18750      128.28625       44.08750       49.13250      105.81500       90.20750      111.20500      101.70000       47.68875       63.02125      113.33250       47.14875       83.81000       93.20750       83.06250       91.10000       82.92875       30.02000       44.07125       82.63625      185.00125      228.62875      271.27625      256.20875       69.85250       78.48750       49.23125       57.39625      213.04125       77.86750       76.32250       78.51750      100.95500       71.52000       26.42750       88.03250       56.03000       80.36375      124.36000
           1170      130.30250       48.14750       48.15250       44.89625      185.99000      137.51625       62.68125       62.73625       38.04500       92.25875      203.98750       22.63375      116.07750      121.22125      366.46125      283.77125      181.89250      155.70875      144.62750      181.99500      251.55125      139.28625       70.58500       22.86500      139.34125      178.58250      160.71000      212.03000      430.18125      302.96875      206.65875      189.77500      134.06875      150.46750      131.39875      143.53375      193.93125      182.94250      144.85000      179.83625       53.54125       59.49250      115.34125      460.75125      489.97125      335.43500      544.71125       90.22875      221.66125       48.27500       59.46750      224.85000      111.00875       81.02875      106.33500      132.07000      120.48500       60.30625      255.23000      189.92375      117.26500      599.79125
           1171      174.37875      231.89625       86.15250      115.64125      158.60875      254.39500       63.36000       83.05375       39.33875       70.84000      165.55750       22.63000       80.40000      184.38250      127.34375      281.18250      128.57875       96.13625      248.68750      190.36125      178.80875       85.97250       68.51875      155.60500      264.12000      114.58750      104.42125      261.26750      337.07750      277.87625      468.32000       54.73250       61.17875      210.38625      129.82000       74.12000      341.74375       65.60500       58.36250      122.15375      125.02500      142.27750      138.85375      138.96125      467.04250      247.37000      274.01125      158.79875      114.07750       33.40000      163.54875      174.73000      190.57250       86.49875       79.49875      108.64875      319.52750      110.80500      490.18500      130.36125      160.82625      124.96375
           1172      211.33375      101.04000       41.30875       68.92750      130.29125      235.42250       81.51000       65.63875       50.76750       34.34125      146.39750       22.60500       85.26500      111.05500      270.36125      209.37125      206.29000       90.62250      230.43125       93.37500      158.16375       79.57750       41.12625       92.33375      154.61625       97.21375       73.63500      264.37625      344.04000      211.59500      301.10750       59.45625       38.78625      191.18250      130.47750       74.09625      230.51250       75.58375       78.92000      161.40625      102.54375       90.28625      100.56750      152.84500      305.74000      195.56375      257.93625      150.61125       90.69500       23.25875      279.18750      129.61375      156.43625       85.97375       60.31000      137.06375      221.94875      100.46000      127.10250      187.03375      100.74375      121.94500
           1173      287.49625       83.55375       46.65000      116.71500      124.83500      388.06750       44.05875       39.47625       70.10250       78.63750      219.08250       22.60125       46.70125      183.61625      586.36500      203.37500      107.19625       85.28125      106.52250      215.10125      189.67625      182.25875       42.18375       69.41250      127.72125      167.93750      128.07250      114.37500      275.37000      413.45750      207.28750      133.30875       84.25000      110.84875       94.72625       62.54500      177.72625       28.27000       58.16125      113.02000       50.86000      133.72250      123.71750      390.52250      351.69000      407.02750      482.40125      141.71250      131.51250       33.42750       82.90000      110.76500       92.51250       40.40500       30.86625      103.86500      103.36750       37.02875       74.58875      156.11875      310.10500      147.78250
           1174       95.96625       96.78500       77.90500       91.01625      184.73750       98.00750       79.49500       64.99500       22.53875       98.75625      243.49375       32.12250      100.82000      189.73250      346.51000      260.35250       87.23250      174.53500      176.06625      117.51000      174.44250      118.76250       83.91375       54.94250       97.72875       95.90375       83.90375      143.90875      267.40000      150.47375      198.63875      130.11375      116.03875      152.49625       66.56625       60.98500      201.32875       74.58875      120.16125      132.36875       40.24875       98.45875      171.39375      251.06750      414.64375      275.25000      538.38000       81.53625      161.34125       48.93125       67.21500      180.06500      147.98875       58.86875       92.36250      159.73625       74.98625      100.48875       58.12625      127.65625       55.64250      332.16250
           1175       99.99250       73.45250       38.77750       80.44125       89.51375      106.82000       92.19625       26.74250       23.70000       51.72500      128.25125       24.73750       26.34750      112.03250      245.78375       75.34625       70.47250       91.52500      105.69250      101.09375      102.96875       91.32000       25.85500       85.86625       53.14625       43.32750       36.77250       43.78750      109.79375       98.81000      106.65375       61.31250       61.40875       79.94500       70.65625       33.47000      109.33875       25.00375       62.77625       98.56125       22.50750       85.20250       74.34500      179.64000      212.90625      172.39375      118.45500       78.53875       66.04750       44.89625      105.56125       70.83250       39.49375       61.66250       48.46125       77.65375       38.78000       26.56625       71.73250       95.21750       97.00250      169.84250
           1176      319.68625      170.66125       42.44500       45.27375       70.43125      192.08625       91.20250      166.10000       57.19625       24.78750      217.34375       22.34625      222.83000      256.26000      309.11875      338.80250      159.90750      175.93750      422.71875      140.84250      198.08125      164.16750       70.68875       64.35625      205.14125      299.89500      258.23750      455.59000      501.48375      386.49250      421.82625       83.27500       98.56500      375.98500      242.52000      189.83500      293.94000      188.18750      191.39625      470.56500      335.50875      116.95375      202.55000      290.72375      421.64125      456.41875      574.73875      246.76000      147.05125       48.66500      449.40000      379.01875      276.98625      160.94750       94.90125      126.71125      158.52000      193.05750      118.11625      260.39750      208.44375      111.04875
           1177      278.27250       90.31625      109.12750       40.68750      627.15875      302.55000      206.23000       76.80000      126.63875      135.26625      248.56000       22.32250      319.89750      412.01500      632.95000      759.40875      354.08125      111.48625      171.49500      146.44875      411.56375      156.86750      116.25875       43.66875      263.48250      172.43250      232.86500      388.21625      746.84375      270.87375      225.42000      286.66625      235.77500      261.86750       96.94375      114.93250      386.92375      128.44750      236.84125      346.28000      111.54750       95.81000       98.06500     1060.82500     1078.81250      450.18625      503.55625       70.35000      558.47625      126.80375      107.60500      180.15500       65.39125      138.18500      109.99750      273.05125      204.73875       92.26000      193.66000      128.20875      117.41000      689.03000
           1178      240.27375      268.61125       70.54750      151.39625      186.62500      355.85500      139.99000       98.82375       75.38000       82.67000      198.13250       22.31125      234.07125      246.71625      396.17500      555.45625      139.91625       77.49375      394.82500      271.09125      332.57625      171.19250       54.56375      113.31000      307.36000      175.81625      169.78875      366.50000      572.20375      266.27125      525.76750       91.76625       98.48125      243.91000      238.46250      118.15750      429.25500      162.17250      138.99750      256.99625      219.81000      165.33000      164.19500      434.99125      507.47750      401.62625      873.20000      117.14875      124.80125       51.10750      278.30000      181.77500      323.07625      161.20875      120.88000      211.86125      353.66750      131.98000      164.90125      173.25750      205.59750      109.46500
           1179      106.37619       32.71310       89.40119       32.41429      270.08929      153.66667       58.85357       59.99762       31.07738       84.80357      169.67381       43.35595      112.36905      121.89167      187.62143      216.89286      116.68333      166.04762      187.74643      162.88333      200.72381      149.16190      108.49524       46.97262       44.23810      116.24643       73.09881      132.41667      234.58571      150.05119      205.46071       82.20357       83.82500      152.88571       82.56667       69.01786      129.28095       70.17976       37.93691      150.69881       53.64048       22.24643       88.46429      112.69881      342.38333      201.57857      197.24405       70.99762      183.16310       51.84881       48.65357      193.73810      138.92381       48.39405       98.82500      135.77619      151.83452       63.92024      115.24167      121.89167      122.61310      352.40238
           1180       51.05750       32.49750      128.63250       93.55750      139.86375       85.75000       48.06375       57.12375       73.11000      118.57250       46.70375       25.54500       90.79250      197.67250      153.68750      140.30500       58.77625       44.89000      137.89125       32.88125       51.90750      110.33125       98.48125       22.24500      121.38000       42.07000       51.04625       97.82000       63.12875       63.46125       54.39000       70.19125       71.13000       57.26750       59.41625      108.15750       36.02875      119.34500       57.95125       54.64125       35.27375       54.49750      141.74875      220.19750      208.13125      260.66125      173.70375       48.19500       66.34375       49.23375      134.48625      180.54125       85.95125       72.81625       50.63500      150.89625       56.26000       26.95000      212.16750       34.99250       59.88250      156.06750
           1181      119.63250       41.83750       22.24375       39.50875      155.68625       84.53500       38.73875       54.86875       24.97250       46.41625      120.44000       23.01375       72.55375      179.97500      262.69500      368.98125       88.19750      192.52750       55.10500      285.15250      264.70000       97.01000       65.01375       22.54250      138.82250      190.70375      184.25750      261.90250      331.01500      372.84750      106.26000      172.96375      165.75250      421.04750       76.54250      155.61875      253.23000      155.73250      105.83875      118.52375       34.77125       87.68750       51.81375      507.40875      412.37000      283.40375     1086.90120       49.00500      152.13375       27.42000      124.07250      151.72375      111.48250       33.98250      115.07250      159.23125       94.86125       60.51125      115.29500      173.85000      137.00625      523.93875
           1182      140.51625       99.44875      134.76250      112.45000      283.17250      178.54500       93.05000       22.19250      250.61875      156.25375      120.72000       92.74250      147.24750      377.72125      539.79000      489.82625      194.65750      120.95500      282.93250      101.57875      234.45375      180.37750      131.29750       23.76250      151.07000       66.07500       75.82125      171.55875      125.64250      189.80750      110.11625      124.09625      173.84125      190.60625      114.02875      271.41000      111.06625      203.29500      139.36250      118.00375       89.26875      102.59875      132.82125      698.51000      478.14875      645.95125      515.82750       77.89000      114.66375       90.93125      268.15250      313.99625      146.94125      124.94500      138.74000      364.46500       67.96750       42.15375      292.00875      106.06375       94.21500      209.85750
           1183      170.53571      194.26071       63.08929       79.27143      124.62262      204.49286       78.43095       90.41071       35.94167       57.05714      211.11548       22.09762      156.46905      185.41071      196.05595      189.48571      151.03810       88.71548      213.26429      108.04762      159.62024      114.28214       34.17143       78.55476      167.71905       92.34048       81.59762      284.21667      268.50119      200.16190      224.68214       29.57262       47.47024      187.75595       98.51190       56.06667      274.66310       56.68691       65.06071      101.38214       86.48929      102.69881      148.69524      129.14524      335.12143      165.63571      189.61905      140.36667      121.00119       48.64405      152.82143      205.67976      104.12024       77.98690       76.33214      131.80476      128.56667       90.76548      140.95238      167.29643       86.95952       97.52738
           1184       94.71750       60.54750       62.90375      101.60750      116.42000       94.01125       66.83500       33.51750       81.04750       54.81250       85.70750       35.89375      168.40500      215.88250      234.95750      118.15750      223.29375      331.02750      218.28375      107.63375       61.48125      150.01000       65.42875       22.09000      143.74500       66.98250       60.33625      164.07375      135.62750      146.00625      143.02125      113.21500       95.45500      186.32875       80.76375       89.10125      114.64875      106.20250      105.81875      133.18000       68.34250       73.12750      137.12125      233.05250      240.97000      285.14625      199.98000       83.95125       97.02500       57.15250       88.85000      435.66750      150.75625       54.04875       64.86250      104.22000      120.01750       43.44500      202.30625      113.36250      130.98125      174.80000
           1185       72.36375       44.55000       94.91625       58.25750       60.55375       57.95750       49.07125       77.19625       59.06500      114.86500       57.34750       22.03875      128.93750      185.90875      224.97125      145.41750      280.48125      196.45250      223.24625       97.03625      126.50250      124.48625       53.13125       53.72375      159.31500       40.28875       35.87625      137.30875       95.68250      127.16125      131.75250       72.06250       52.00750       94.49750       51.45000       64.98500      102.92000       70.60750       64.81750       95.25250       52.03000       54.23875      142.34750      195.45750      225.11250      268.08500      259.27625       87.90250       91.52000       36.58875       72.42875      263.20625      138.91500       84.96875       81.80875      133.48375      141.95375       50.60000      168.26000       25.53000       86.68125      140.85750
           1186      779.23125      414.30000      177.65500      411.36000      318.01875     1060.25620      233.48375      115.76875      252.13875      226.42750      589.89125       58.06625      107.29750      358.37375      493.20125      362.62625      170.01500       93.24875      151.24875      564.91375      453.63500      287.68500      183.34875      181.80750      466.95000      287.24125      486.73875     1669.18620     1535.62000     1508.23380     1714.37750      381.09375      426.50250      893.03625      976.33500      339.44750      238.07625      593.34875      331.53875      405.27875      223.71500      883.70500      522.89250     1052.68250      993.48250     2342.52120      688.39000     1167.80000      362.72125      292.92625     1690.13000      495.62750      173.35875      427.21750      247.57500       40.15125       22.03250      233.30375      311.81250     1062.34500      313.31625     1484.57000
           1187      102.57750       74.76375       97.75125      148.71625      126.44250      199.37375      130.35000      195.24375       60.32375      134.30625       95.88750       22.01250       83.43250      226.17750      511.22625      202.88500      134.00250       90.35750      250.92000      267.06125       53.02750      177.17500      204.00000       43.94875      370.09375      135.40000      106.77125      416.44250      232.42750      513.97000      284.28375      111.06750      243.12500      273.90750      224.96375      311.14000       81.19500      426.16750      203.75500      185.54000       96.32625      234.01625      222.64625      920.67750      282.50875      845.01000     1230.17500      112.73125       76.26750       55.87250      775.53500      666.19000      213.23875      278.10750      146.09250      181.40750      100.35125      125.59375      432.43375      205.79875      239.35875      546.20000
           1188      252.42143      175.50000       63.40476       76.99643      145.78095      311.63810      127.43095      160.02500       59.41667       47.21071      242.90595       21.98691      223.17857      201.54643      339.61905      270.33571      157.58095      187.10833      401.32024      137.14048      242.92500       82.61905       73.59048      124.95952      176.50238      139.62619      132.35833      359.29286      222.56429      231.17143      273.34643       45.66667       65.93452      206.98452      193.95833       98.78809       26.43095       65.63214      124.96548      218.98214      197.24405       83.06786      154.16786       71.97024      503.83095      277.15476      317.07738      161.09643      175.00595       67.56310      175.83214      266.83690      161.95000      122.58810       73.99286      129.42976      105.43452       97.13214      141.86071      225.32500      136.08810       94.80952
           1189       66.14625       30.95875       52.52000       44.97625      120.38375      110.60500       97.60125       83.67125       37.24125       59.26125      102.18125       28.10500       95.55375       89.26250       48.18250       52.34375      170.86500      127.67750       82.56375      102.13000      131.25625       85.30000       79.22000       67.48875      130.60000       69.22375       82.43375      162.29750      161.84375      143.65875      145.94875       44.49250       71.83875      117.69500       59.74875       44.33375      108.61000       43.41000      119.87625       21.94625       40.64500       67.06000      135.54500      133.32125      176.43375      116.96375       85.36500       43.02000      140.58500       37.89250       40.74625      107.04000      108.89000       51.64375       90.18500       30.02000       62.89000       47.86125      111.10375      123.88625       42.25875      188.66250
           1190      527.19500      131.66125       91.16750      151.99625      493.01750      304.10500      221.25250      309.33375       86.54750      213.22250      446.17750       77.73625      266.35750      242.86625      853.68250      623.83375      511.64750      188.70250      286.45375      190.48500      506.63250      319.38500      327.14000       92.00125      332.95000      355.00000      349.73375      692.18000      955.59875      614.84750      344.66875      350.91375      267.99125      377.31875      155.76000      329.17500      386.19375      498.97750      270.65500      490.19250      104.73500      161.61875      213.37375      688.10500      929.00375      577.96750      713.01375       91.79375      403.01500       72.62375      136.77750      304.95250      141.74500       21.93875      161.52875      292.90125      128.29625      167.43625      386.81625      254.65625      204.40375     1927.28500
           1191      394.55375      157.92875       74.75875      239.60250      162.31375      292.71750      201.60000       48.18625      246.81375       95.47000      519.67125       59.87375       67.68000      444.54625      464.75875      163.56500      247.62375      243.07375      302.71375      386.11250      231.55000      215.07375       83.67250      131.00125      214.09625      124.18375      132.16375      205.95750      357.59125      287.81750      319.15750      187.25375      140.91500      245.16875      188.75000      191.99875      160.81750       53.29625      282.66625      268.91500       99.67625      192.54875      214.21250      583.39750      454.07250      448.17000      263.54000      308.91875      286.10625      208.21625       21.91125      257.29125      329.91625      139.24000      142.52750      188.10000       68.19125       99.34125      304.63125      340.55625      228.34625      556.37500
           1192      303.27500       86.73750       62.62125      148.74500      151.44375      355.84000       84.52000       35.06625      104.38750      101.14750      285.64125       21.90375       70.64375      355.86125      490.02500      212.04375      159.19625      204.28375      244.03750      255.03375      233.57375      268.85250       56.29875       34.28625      205.04625      173.70875      131.92750      271.54500      362.05750      381.00875      360.13750      221.25500      189.95250      321.16250      163.62375      127.32500      224.85875       88.38625      147.91000      254.20375      109.89000      187.94500       53.58000      413.60125      486.29750      536.35125      403.70375      199.28250      261.93375       76.14250      193.75750      320.52500      175.15250      116.69625       88.04125      225.21750       58.25125      150.07125      203.08000      255.18750      279.81125      512.94500
           1193      126.00714      121.50357       49.49167       89.55714      122.89286      137.89881       58.10476       48.81309       64.03809       38.94643      152.11548       21.87024       70.32500      118.43810      112.70714      137.71310       47.20357       65.19643      187.45952       46.41429      134.97381       34.44405       33.01667       43.12500      134.03571       71.54286      109.47619      187.64524      243.26310      183.21310      224.80595       36.19881       27.34643      120.71071       78.21191       77.71905      145.72143       41.48095       76.75714       99.93452       61.23691       87.06905       93.14881       50.77262      257.36071       97.14524       97.66905       86.13095       25.91667       34.23214      165.70357      110.19643       96.98810       64.25595       33.12738       56.46191      109.49643       35.60357       58.02143      109.07143       75.93452       62.43095
           1194      413.63571      124.76190       95.33333      219.78810      239.00119      245.19881      179.44524      234.10714       71.94405      157.91548      221.31905       21.84286      257.48452      556.31786      938.86310      605.77262      487.92500      546.02262      482.80833      384.79167      355.77619      422.45238       88.16309       41.34762      630.71667      267.63690      253.57024      777.26071      449.17976      815.49524      517.26786      534.84286      409.98571      840.39524      429.08690      841.87738      236.21190      783.30000      503.79048      537.39643      409.71310      216.18095      546.25714     1753.36430      777.46667     1732.51310     1869.75000      309.46667      205.07976       49.41667      835.17500     2050.62860      603.46786      323.61429      282.74048      425.10238      262.77976      222.47738      993.86667      341.10833      561.58333     1212.46900
           1195      270.98125      153.30125      184.90875      284.74750      275.89000      287.00500      226.42500      162.20625      137.59750      280.37500      298.49000       21.81750      305.68375      456.35375      624.19875      347.24000      399.98000      340.22625      514.62250      346.13250      240.49375      266.76375      308.49875      102.46500      438.76375      162.70375      196.39875      476.78375      360.30750      614.19500      478.92875      243.45125      260.59875      381.63375      212.05750      340.07625      356.66750      326.62625      276.21375      280.73875      173.22250      232.96500      319.24875     1401.64870      572.09125      963.54500     1396.42250      190.54750      190.73750      214.38750      383.89500     1150.76370      307.99375      239.11625      212.06625      280.50250      176.31125      113.36875      453.35375      311.87500      279.18750      525.77000
           1196      409.88333      202.04583       65.38750      156.22292      130.79375      318.95000      163.15417       99.29375       68.63542       95.73333      229.29167       21.80833      225.16458      233.60625      369.29167      271.61458      153.36458      280.04583      321.12083      148.00625      232.23542      127.18750      166.10625      172.89375      232.48958      197.26250      178.27708      520.33125      650.00417      452.76250      582.14583       63.18125      154.23125      404.62708      309.43333      184.20417      370.62292      282.37917      182.57708      451.42083      416.56458      158.77292      221.89375      403.60625      349.17292      420.97708      474.43542      270.04792      204.18542      110.17292      748.45208      521.68750      297.38542      187.45208      164.05000       98.70208      190.30833      268.77500      450.58750      321.33958      285.12917      273.87083
           1197      379.12375      288.15250       77.83125      243.20250       88.36750      396.43750      198.56125      356.13375       68.43875       76.18250      291.98250       21.80125      259.00500      315.84000      431.15750      477.44750      180.37500      469.58875      465.44250      275.62750      314.05250      225.67125      207.34750      127.37125      359.07250      462.48750      389.38500      853.91125      866.69125      571.28000      635.69875      145.78625      140.15000      538.60750      501.64875      334.25875      443.48875      247.35625      281.85375      416.02625      374.93750      305.91125      309.22250      425.41125      744.66750      778.10500      878.70375      273.62375      154.58875      116.85250      651.21000      633.92375      450.76375      265.58000      181.93375      174.71000      255.55500      240.07750      580.55125      490.29250      345.38375      166.58000
